URL	Label
*.netler.ru/*	_cse_sps98skj394
*.school-science.ru/*	_cse_sps98skj394
vkrizis.ru/analiz*	_cse_sps98skj394
*.diafilmy.su/*	_cse_sps98skj394
*.izbircom.com/*	_cse_sps98skj394
forum.geraldika.ru/*	_cse_exclude_sps98skj394
lechaim.ru/events*	_cse_exclude_sps98skj394
*.pravda.ru/news*	_cse_exclude_sps98skj394
lechaim.ru/news*	_cse_exclude_sps98skj394
*.opee.ru/*	_cse_sps98skj394
philol.msu.ru/*	_cse_sps98skj394
journals.rudn.ru/*	_cse_sps98skj394
*.aitrus.info/*	_cse_sps98skj394
*.wehse.ru/*	_cse_sps98skj394
*.zoogalaktika.ru/*	_cse_sps98skj394
*.discover-history.com/*	_cse_sps98skj394
antarctic.su/news*	_cse_exclude_sps98skj394
*.totalarch.ru/*	_cse_sps98skj394
animal.geoman.ru/*	_cse_sps98skj394
transport_en_ru.academic.ru/*	_cse_exclude_sps98skj394
aviabase_en_ru.academic.ru/*	_cse_exclude_sps98skj394
gold10.ru/news*	_cse_exclude_sps98skj394
*.gold10.ru/*	_cse_sps98skj394
guitarmag.net/wiki/index.php/%D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD:*	_cse_exclude_sps98skj394
*.e-allmoney.ru/*	_cse_sps98skj394
*.vexillographia.ru/*	_cse_sps98skj394
*.granat.wiki/*	_cse_sps98skj394
ogeraldike.ru/news*	_cse_exclude_sps98skj394
geraldika.ru/symbols*	_cse_exclude_sps98skj394
*.geraldika.ru/*	_cse_sps98skj394
observer.materik.ru/*	_cse_sps98skj394
*.socialcompas.com/*	_cse_sps98skj394
*.korvet2.ru/*	_cse_sps98skj394
*.krainaz.org/*	_cse_sps98skj394
*.supotnitskiy.ru/*	_cse_sps98skj394
*.eduspb.com/*	_cse_sps98skj394
*.fizika.ru/*	_cse_sps98skj394
edu.ru/news*	_cse_exclude_sps98skj394
*.edu.ru/*	_cse_sps98skj394
*.garagemca.org/*	_cse_sps98skj394
*.lafrimeuse.com/*	_cse_sps98skj394
*.rusrep.ru/*	_cse_sps98skj394
*.rusplt.ru/*	_cse_sps98skj394
rusplt.ru/news*	_cse_exclude_sps98skj394
scfh.ru/news*	_cse_exclude_sps98skj394
*.republic.ru/*	_cse_sps98skj394
*.photohistory.ru/*	_cse_sps98skj394
*.libryansk.ru/*	_cse_sps98skj394
psychologylib.ru/news*	_cse_exclude_sps98skj394
vestnikphil.spbu.ru/*	_cse_sps98skj394
*.%D0%BE%D1%82%D0%BA%D1%80%D1%8B%D1%82%D1%8B%D0%B9%D1%83%D1%80%D0%BE%D0%BA.%D1%80%D1%84/*	_cse_sps98skj394
*.fedordostoevsky.ru/*	_cse_sps98skj394
spb.aif.ru/society*	_cse_exclude_sps98skj394
spb.aif.ru/incidents*	_cse_exclude_sps98skj394
*.togdazine.ru/*	_cse_sps98skj394
*.znanierussia.ru/*	_cse_sps98skj394
art-con.ru/forum*	_cse_exclude_sps98skj394
*.art-con.ru/*	_cse_sps98skj394
roninfo.ru/news*	_cse_exclude_sps98skj394
*.roninfo.ru/*	_cse_sps98skj394
strategyjournal.ru/partners-news*	_cse_exclude_sps98skj394
*.strategyjournal.ru/*	_cse_sps98skj394
intuit.ru/studies/courses*	_cse_sps98skj394
*.pushkinskijdom.ru/*	_cse_exclude_sps98skj394
imli.ru/news*	_cse_exclude_sps98skj394
*.imli.ru/*	_cse_sps98skj394
nrgumis.ru/news*	_cse_exclude_sps98skj394
*.nrgumis.ru/*	_cse_sps98skj394
*.geokniga.org/*	_cse_sps98skj394
kronvestnik.ru/news*	_cse_exclude_sps98skj394
*.kronvestnik.ru/*	_cse_sps98skj394
nevski.ru/uploads*	_cse_sps98skj394
sputnik-georgia.ru/reviews*	_cse_sps98skj394
vechnayamolodost.ru/news*	_cse_exclude_sps98skj394
*.vechnayamolodost.ru/*	_cse_sps98skj394
*.strelka.com/*	_cse_sps98skj394
strelka.com/ru/events*	_cse_exclude_sps98skj394
*.oboznik.ru/*	_cse_sps98skj394
stroypuls.ru/novosti-partnerov*	_cse_exclude_sps98skj394
*.offsport.ru/*	_cse_sps98skj394
cta.ru/news*	_cse_exclude_sps98skj394
soel.ru/novosti*	_cse_exclude_sps98skj394
*.soel.ru/*	_cse_sps98skj394
*.cta.ru/*	_cse_sps98skj394
sinp.msu.ru/*	_cse_sps98skj394
%D1%88%D1%82%D0%B0%D0%BD%D0%B3%D0%B5%D0%BB%D1%8C.%D1%80%D1%84/info/articles*	_cse_sps98skj394
markmet.ru/forum*	_cse_exclude_sps98skj394
markmet.ru/ad*	_cse_exclude_sps98skj394
*.markmet.ru/*	_cse_sps98skj394
*.dissercat.com/*	_cse_sps98skj394
market.xlom.ru/*	_cse_exclude_sps98skj394
metalspace.ru/forum*	_cse_exclude_sps98skj394
*.metalspace.ru/*	_cse_sps98skj394
*.poisk-ru.ru/*	_cse_sps98skj394
diagram.com.ua/*	_cse_sps98skj394
*.xlom.ru/*	_cse_sps98skj394
letopis.msu.ru/*	_cse_sps98skj394
*.spctex.ru/*	_cse_sps98skj394
*.met-all.org/*	_cse_sps98skj394
di.mmoma.ru/*	_cse_sps98skj394
*.journal-nutrition.ru/*	_cse_sps98skj394
*.kirpichiki.pro/*	_cse_sps98skj394
railway-transport.ru/news*	_cse_exclude_sps98skj394
*.railway-transport.ru/*	_cse_sps98skj394
roboticslib.ru/news*	_cse_exclude_sps98skj394
lib.kstu.kz/*	_cse_sps98skj394
*.scibook.net/*	_cse_sps98skj394
*.e-p-s.ru/*	_cse_sps98skj394
base.safework.ru/*	_cse_sps98skj394
*.donbass.name/*	_cse_sps98skj394
rostec.ru/news*	_cse_exclude_sps98skj394
*.rostec.ru/*	_cse_sps98skj394
*.svarkaipayka.ru/*	_cse_sps98skj394
retroplan.ru/news*	_cse_exclude_sps98skj394
*.retroplan.ru/*	_cse_sps98skj394
*.s0alex.ru/*	_cse_sps98skj394
*.aluminium-guide.ru/*	_cse_sps98skj394
ruscastings.ru/work/news*	_cse_exclude_sps98skj394
*.ruscastings.ru/*	_cse_sps98skj394
*.stanki-katalog.ru/*	_cse_sps98skj394
*.nbchr.ru/*	_cse_sps98skj394
dgng.pstu.ru/*	_cse_sps98skj394
*.cdot-nntu.ru/*	_cse_sps98skj394
*.economy-ru.info/*	_cse_sps98skj394
asms.ru/upload*	_cse_sps98skj394
*.poetomu.ru/*	_cse_sps98skj394
poetomu.ru/news*	_cse_exclude_sps98skj394
*.k-a-t.ru/*	_cse_sps98skj394
*.dieselloc.ru/*	_cse_sps98skj394
nanorf.elpub.ru/*	_cse_exclude_sps98skj394
nplit.ru/news*	_cse_exclude_sps98skj394
*.raasn.ru/*	_cse_sps98skj394
*.psyh.ru/*	_cse_sps98skj394
*.oxkstu.ru/*	_cse_sps98skj394
*.emchezgia.ru/*	_cse_sps98skj394
*.tavr.science/*	_cse_sps98skj394
forum.citywalls.ru/*	_cse_exclude_sps98skj394
*.citywalls.ru/*	_cse_sps98skj394
soyuz.ru/news*	_cse_exclude_sps98skj394
*.soyuz.ru/*	_cse_sps98skj394
rnjournal.narod.ru/*	_cse_sps98skj394
*.artdic.ru/*	_cse_sps98skj394
*.rosphoto.com/*	_cse_sps98skj394
*.elegantnewyork.com/*	_cse_sps98skj394
usa-history.ru/news*	_cse_exclude_sps98skj394
*.cameralabs.org/*	_cse_sps98skj394
townevolution.ru/news*	_cse_exclude_sps98skj394
rusnetusa.com/fqarnu*	_cse_exclude_sps98skj394
*.rusnetusa.com/*	_cse_sps98skj394
stroypuls.ru/news*	_cse_exclude_sps98skj394
*.stroypuls.ru/*	_cse_sps98skj394
ardexpert.ru/article*	_cse_sps98skj394
*.birdinflight.com/*novosti	_cse_exclude_sps98skj394
archi.ru/contests*	_cse_exclude_sps98skj394
interior.ru/events*	_cse_exclude_sps98skj394
*.interior.ru/*	_cse_sps98skj394
wiktionary.academic.ru/*	_cse_exclude_sps98skj394
zoom.cnews.com/*news	_cse_exclude_sps98skj394
*.rgo.ru/*	_cse_sps98skj394
*.popmech.ru/*news	_cse_exclude_sps98skj394
yugopolis.ru/news*	_cse_exclude_sps98skj394
*.yugopolis.ru/*	_cse_sps98skj394
k2x2.info/yezoterika*	_cse_exclude_sps98skj394
*.175g.ru/*	_cse_sps98skj394
med.vesti.ru/*	_cse_sps98skj394
med.vesti.ru/novosti*	_cse_exclude_sps98skj394
admagazine.ru/events*	_cse_exclude_sps98skj394
*.admagazine.ru/*	_cse_sps98skj394
*.archandarch.ru/*	_cse_sps98skj394
moya-planeta.ru/news*	_cse_exclude_sps98skj394
indicator.ru/news*	_cse_exclude_sps98skj394
*.indicator.ru/*	_cse_sps98skj394
gubkin.ru/news2*	_cse_exclude_sps98skj394
*.gubkin.ru/*	_cse_sps98skj394
electronics.ru/news*	_cse_exclude_sps98skj394
*.electronics.ru/*	_cse_sps98skj394
love.partner-inform.de/*	_cse_exclude_sps98skj394
partner-inform.de/news*	_cse_exclude_sps98skj394
*.partner-inform.de/*	_cse_sps98skj394
archi.ru/news*	_cse_exclude_sps98skj394
archi.ru/events*	_cse_exclude_sps98skj394
*.archi.ru/*	_cse_sps98skj394
genling.ru/news*	_cse_exclude_sps98skj394
pool-magazine.ru/news*	_cse_exclude_sps98skj394
*.pool-magazine.ru/*	_cse_sps98skj394
*.pennyyard.com/*	_cse_sps98skj394
wiki.wildberries.ru/*	_cse_exclude_sps98skj394
*.naukatv.ru/*	_cse_sps98skj394
naukatv.ru/news*	_cse_exclude_sps98skj394
eprussia.ru/news*	_cse_exclude_sps98skj394
*.eprussia.ru/*	_cse_sps98skj394
*.gornoe-delo.ru/*	_cse_sps98skj394
architime.ru/competition*	_cse_exclude_sps98skj394
*.architime.ru/*	_cse_sps98skj394
forum.gardener.ru/*	_cse_sps98skj394
gardener.ru/events*	_cse_exclude_sps98skj394
*.gardener.ru/*	_cse_sps98skj394
thearchitect.pro/ru*	_cse_sps98skj394
thearchitect.pro/ru/news*	_cse_exclude_sps98skj394
artchronika.ru/news*	_cse_exclude_sps98skj394
*.artchronika.ru/*	_cse_sps98skj394
nomi.spb.ru/*	_cse_sps98skj394
*.iskusstvo-info.ru/*	_cse_sps98skj394
iskusstvo-info.ru/events*	_cse_exclude_sps98skj394
*.kulturologia.ru/*	_cse_exclude_sps98skj394
artifex.ru/news*	_cse_exclude_sps98skj394
elib.spbstu.ru/*	_cse_sps98skj394
lib.nspu.ru/*	_cse_sps98skj394
*.ia-centr.ru/*	_cse_sps98skj394
ogorod.ru/forum*	_cse_exclude_sps98skj394
*.ogorod.ru/*news	_cse_exclude_sps98skj394
*.ogorod.ru/*	_cse_sps98skj394
cross-roads.ru/blog*	_cse_exclude_sps98skj394
*.cross-roads.ru/*	_cse_sps98skj394
splesti.ru/news*	_cse_exclude_sps98skj394
*.deduhova.ru/*	_cse_sps98skj394
*.russian7.ru/*	_cse_sps98skj394
*.trv-science.ru/*	_cse_sps98skj394
*.bib.social/*	_cse_sps98skj394
urum_ukrainian.academic.ru/*	_cse_exclude_sps98skj394
m.cnews.ru/news*	_cse_exclude_sps98skj394
*.ideopol.org/*	_cse_sps98skj394
zoom.cnews.ru/news*	_cse_exclude_sps98skj394
ripo.unibel.by/assets*	_cse_sps98skj394
*.artguide.com/*	_cse_sps98skj394
artguide.com/news*	_cse_exclude_sps98skj394
daily.afisha.ru/*news	_cse_exclude_sps98skj394
nnov.hse.ru/*news	_cse_exclude_sps98skj394
cfin.ru/forum*	_cse_exclude_sps98skj394
*.shopolog.ru/*	_cse_sps98skj394
shopolog.ru/news*	_cse_exclude_sps98skj394
ecoindustry.ru/news*	_cse_exclude_sps98skj394
*.ecoindustry.ru/*	_cse_sps98skj394
*.advertopedia.ru/*	_cse_sps98skj394
*.veloinsider.ru/*	_cse_sps98skj394
avtonom.org/news*	_cse_exclude_sps98skj394
*.avtonom.org/*	_cse_sps98skj394
*.academypoker.ru/*	_cse_sps98skj394
*.patlah.ru/*	_cse_exclude_sps98skj394
*.polymery.ru/*cat_id=11	_cse_exclude_sps98skj394
*.polymery.ru/*cat_id=10	_cse_exclude_sps98skj394
*.polymery.ru/*	_cse_sps98skj394
pravda.ru/promokody*	_cse_exclude_sps98skj394
passion.ru/news*	_cse_exclude_sps98skj394
*.passion.ru/*	_cse_sps98skj394
*.marketch.ru/*	_cse_sps98skj394
marketch.ru/marketing_forum*	_cse_exclude_sps98skj394
ioe.hse.ru/news*	_cse_exclude_sps98skj394
kapr.ru/articles*	_cse_sps98skj394
berrylib.ru/news*	_cse_exclude_sps98skj394
nog_rus_new.academic.ru/*	_cse_exclude_sps98skj394
kirgyz_russian.academic.ru/*	_cse_exclude_sps98skj394
bmstu.ru/ps*	_cse_sps98skj394
*.technofresh.ru/*news	_cse_exclude_sps98skj394
*.technofresh.ru/*	_cse_sps98skj394
auto.today/news*	_cse_exclude_sps98skj394
*.auto.today/*	_cse_sps98skj394
*.electrik.info/*	_cse_sps98skj394
*.scjournal.ru/*	_cse_sps98skj394
*.wlooks.ru/*	_cse_sps98skj394
*.fashiontime.ru/*news	_cse_exclude_sps98skj394
*.fashiontime.ru/*	_cse_sps98skj394
*.smartcat.ru/*	_cse_sps98skj394
womanadvice.ru/pozdravleniya*	_cse_exclude_sps98skj394
*.womanadvice.ru/*	_cse_sps98skj394
elle.ru/encyclopedia*	_cse_sps98skj394
sport.niv.ru/shop*	_cse_exclude_sps98skj394
artyx.ru/news*	_cse_exclude_sps98skj394
ideaidealy.nsuem.ru/*	_cse_sps98skj394
elibrary.bsu.az/*	_cse_sps98skj394
psy.su/mod_files*	_cse_sps98skj394
*.wonderzine.com/*news	_cse_sps98skj394
birdinflight.com/ru*	_cse_sps98skj394
*.knsuvorov.ru/*	_cse_sps98skj394
apteka.ua/article*	_cse_sps98skj394
*.asmir.info/*	_cse_sps98skj394
*.ecoindustry.ru/*dictionary	_cse_sps98skj394
hi-edu.ru/e-books*	_cse_sps98skj394
compuart.ru/article*	_cse_sps98skj394
*.publiclibrary.ru/*	_cse_sps98skj394
cineticle.com/news*	_cse_exclude_sps98skj394
*.cineticle.com/*	_cse_sps98skj394
rus-shake.ru/criticism/*	_cse_sps98skj394
daily.afisha.ru/archive*	_cse_sps98skj394
*.atimemag.ru/*	_cse_sps98skj394
spidermedia.ru/news*	_cse_exclude_sps98skj394
*.spidermedia.ru/*	_cse_sps98skj394
old.jourssa.ru/*	_cse_sps98skj394
*.whatisgood.ru/*	_cse_sps98skj394
*.cinematheque.ru/*	_cse_sps98skj394
dissercat.com/content*	_cse_sps98skj394
os.colta.ru/news*	_cse_exclude_sps98skj394
os.colta.ru/*	_cse_sps98skj394
ru.lotr.wikia.com/*	_cse_exclude_sps98skj394
scandinews.fi/society/story*	_cse_sps98skj394
ru.harrypotter.wikia.com/*	_cse_exclude_sps98skj394
bankir.ru/publikacii*	_cse_sps98skj394
*.vademec.ru/*	_cse_sps98skj394
vademec.ru/news*	_cse_exclude_sps98skj394
*.lumiere-mag.ru/*	_cse_sps98skj394
*.tphv-history.ru/*	_cse_sps98skj394
*.pravo.studio/*	_cse_sps98skj394
*.polbu.ru/*	_cse_sps98skj394
files.school-collection.edu.ru/*	_cse_sps98skj394
*.fotoatelier.ru/*	_cse_sps98skj394
mobile-review.com/articles*	_cse_sps98skj394
www.theatre-library.ru/authors*	_cse_sps98skj394
*.istlit.ru/*	_cse_sps98skj394
biblio.lib.kherson.ua/*	_cse_sps98skj394
*.sci.house/*	_cse_sps98skj394
*.raruss.ru/*	_cse_sps98skj394
scientificrussia.ru/news*	_cse_exclude_sps98skj394
*.scientificrussia.ru/*	_cse_sps98skj394
*.millattashlar.ru/*	_cse_sps98skj394
krylov.lit-info.ru/*	_cse_sps98skj394
saltykov-schedrin.lit-info.ru/*	_cse_sps98skj394
*.pushkin-lit.ru/*	_cse_sps98skj394
www.bible-center.ru/dict*	_cse_sps98skj394
*.n-g-chernyshevsky.ru/*	_cse_sps98skj394
*.gorkiy-lit.ru/*	_cse_sps98skj394
*.culture.ru/*	_cse_sps98skj394
*.%D0%B0%D0%B2%D0%B8%D0%B0%D1%80%D1%83.%D1%80%D1%84/*	_cse_sps98skj394
*.ruthenia.ru/*	_cse_sps98skj394
*.nekrasov-lit.ru/*	_cse_sps98skj394
www.k2x2.info/*	_cse_sps98skj394
*.%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D0%BA.%D1%80%D1%84/*	_cse_sps98skj394
*.v-v-mayakovsky.ru/*	_cse_sps98skj394
lit-prosv.niv.ru/*	_cse_sps98skj394
*.booknik.ru/*	_cse_sps98skj394
*.%D0%B1%D0%B8%D0%B1%D0%BB%D0%B8%D0%BE%D1%85%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0.%D1%80%D1%84/*	_cse_sps98skj394
*.a-z.ru/*	_cse_sps98skj394
*.tolstoy.ru/*	_cse_sps98skj394
*.harc.ru/*	_cse_sps98skj394
*.thewallmagazine.ru/*	_cse_sps98skj394
*.russianplanet.ru/*	_cse_sps98skj394
*.dushenko.ru/*	_cse_sps98skj394
*.guseinov.ru/*	_cse_sps98skj394
ru.math.wikia.com/*	_cse_sps98skj394
economicportal.ru/ponyatiya-all*	_cse_sps98skj394
books.alnam.ru/*	_cse_sps98skj394
*.forallx.ru/*	_cse_sps98skj394
poivs.tsput.ru/*	_cse_sps98skj394
*.synset.com/*	_cse_sps98skj394
*.machinelearning.ru/*	_cse_sps98skj394
*.cfin.ru/*	_cse_sps98skj394
paradox.pifia.ru/*	_cse_sps98skj394
udik.com.ua/books*	_cse_sps98skj394
vestnik.osu.ru/*	_cse_sps98skj394
*.chrdk.ru/*	_cse_sps98skj394
modcos.com/news*	_cse_exclude_sps98skj394
*.modcos.com/*	_cse_sps98skj394
*.equator.ru/*	_cse_sps98skj394
*.scicenter.online/*	_cse_sps98skj394
*.intelros.ru/*	_cse_sps98skj394
*.izmer-ls.ru/*	_cse_sps98skj394
*.vphil.ru/*	_cse_sps98skj394
bbc.com/russian/features*	_cse_sps98skj394
allkriminal.ru/article*	_cse_sps98skj394
argumenti.ru/history*	_cse_sps98skj394
*.chronoton.ru/*	_cse_sps98skj394
chronoton.ru/news*	_cse_exclude_sps98skj394
*.statehistory.ru/*	_cse_sps98skj394
*.robotlibrary.com/*	_cse_sps98skj394
*.iknigi.net/*	_cse_sps98skj394
spb.aif.ru/*	_cse_sps98skj394
astrologic.academic.ru/*	_cse_exclude_sps98skj394
portal-kultura.ru/upload*	_cse_sps98skj394
*.fishbiosystem.ru/*	_cse_sps98skj394
*.vikent.ru/*	_cse_sps98skj394
*.%D0%B1%D0%BC%D1%8D.%D0%BE%D1%80%D0%B3/*	_cse_sps98skj394
*.znaiu.ru/*	_cse_sps98skj394
jkhora.narod.ru/*	_cse_sps98skj394
*.hyno.ru/*	_cse_sps98skj394
bse.sci-lib.com/*	_cse_sps98skj394
*.guitar-times.ru/*	_cse_sps98skj394
specnaz.ru/articles*	_cse_sps98skj394
litrossia.ru/news*	_cse_exclude_sps98skj394
litrossia.ru/archive*	_cse_sps98skj394
litena.ru/news*	_cse_exclude_sps98skj394
*.litena.ru/*	_cse_sps98skj394
dic.academic.ru/dic.nsf/ruwiki*	_cse_exclude_sps98skj394
realnoevremya.ru/articles*	_cse_sps98skj394
ilin-yakutsk.narod.ru/*	_cse_sps98skj394
rbardalzo.narod.ru/*	_cse_sps98skj394
*.fmus.ru/*	_cse_sps98skj394
typejournal.ru/articles*	_cse_sps98skj394
*.moya-planeta.ru/*	_cse_sps98skj394
journal.jazz.ru/*	_cse_sps98skj394
mf-b.ru/articles*	_cse_sps98skj394
rock.samaratoday.ru/obsor*	_cse_sps98skj394
modernrock.ru/tickets*	_cse_exclude_sps98skj394
modernrock.ru/notices*	_cse_sps98skj394
specialradio.ru/interview*	_cse_sps98skj394
*.on-island.net/*	_cse_sps98skj394
pisigin.ru/books*	_cse_sps98skj394
herba.msu.ru/*	_cse_sps98skj394
aif.ru/society*	_cse_sps98skj394
*.egyptology.ru/*	_cse_sps98skj394
bestiary.us/forum*	_cse_exclude_sps98skj394
*.bestiary.us/*	_cse_sps98skj394
msdmanuals.com/ru-ru*	_cse_sps98skj394
pravda.ru/news*	_cse_exclude_sps98skj394
*.pravda.ru/*	_cse_sps98skj394
ytime.com.ua/ru*	_cse_sps98skj394
abirus.ru/user/files*	_cse_sps98skj394
kompozitor.su/news*	_cse_exclude_sps98skj394
*.mmsk.ru/*	_cse_sps98skj394
ethnographica.kunstkamera.ru/*	_cse_sps98skj394
publ.lib.ru/*	_cse_sps98skj394
*.theins.ru/*	_cse_sps98skj394
mosgu.ru/nauchnaya*	_cse_sps98skj394
journal.iea.ras.ru/*	_cse_sps98skj394
*.elektron2000.com/*	_cse_sps98skj394
poivs.tsput.ru/ru*	_cse_sps98skj394
*.shvedun.ru/*	_cse_sps98skj394
books.e-heritage.ru/*	_cse_sps98skj394
libmonster.ru/m/articles*	_cse_sps98skj394
*.verigi.ru/*	_cse_sps98skj394
azbyka.ru/otechnik/*	_cse_sps98skj394
indostan.ru/biblioteka/knigi*	_cse_sps98skj394
*.krotov.info/*	_cse_sps98skj394
bre.mkrf.ru/*	_cse_sps98skj394
destructioen.narod.ru/*	_cse_sps98skj394
scjournal.ru/articles*	_cse_sps98skj394
*.lingvarium.org/*	_cse_sps98skj394
disser.spbu.ru/*	_cse_sps98skj394
*.catholic.ru/*	_cse_sps98skj394
*.russkiyyazik.ru/*	_cse_sps98skj394
*.mathedu.ru/*	_cse_sps98skj394
*.za-nauku.ru/*	_cse_sps98skj394
*.popmech.ru/*	_cse_sps98skj394
*.mi-ras.ru/*	_cse_sps98skj394
crydee.sai.msu.ru/*	_cse_sps98skj394
*.modcos.com/*articles	_cse_sps98skj394
*.survincity.ru/*	_cse_sps98skj394
madan.org.il/ru/groups*	_cse_sps98skj394
theoryandpractice.ru/posts*	_cse_sps98skj394
arcamax.ru/books*	_cse_sps98skj394
*.slovorod.ru/*	_cse_sps98skj394
bird.geoman.ru/*	_cse_sps98skj394
*.phil.ru/*	_cse_sps98skj394
*.maxbooks.ru/*	_cse_sps98skj394
spbiiran.nw.ru/wp-content/*	_cse_sps98skj394
*.doc20vek.ru/*	_cse_sps98skj394
vpk-news.ru/articles*	_cse_sps98skj394
*.folioverso.ru/*	_cse_sps98skj394
*.hse.ru/*	_cse_sps98skj394
vesti.ru/articles*	_cse_sps98skj394
*.russ.ru/*	_cse_sps98skj394
infobio.ru/analytics*	_cse_sps98skj394
histvestnik.psu.ru/*	_cse_sps98skj394
allfi.biz/glossary*	_cse_sps98skj394
inesnet.ru/article*	_cse_sps98skj394
*.thingshistory.com/*	_cse_sps98skj394
*.rsvpu.ru/*	_cse_sps98skj394
*.libertarium.ru/*	_cse_sps98skj394
library.fa.ru/*	_cse_sps98skj394
*.socioline.ru/*	_cse_sps98skj394
*.demoscope.ru/*	_cse_sps98skj394
*.economylit.online/*	_cse_sps98skj394
*.grandars.ru/*	_cse_sps98skj394
rulit.me/books*	_cse_sps98skj394
christian-reading.info/data*	_cse_sps98skj394
*.seinst.ru/*	_cse_sps98skj394
*.historystudies.org/*	_cse_sps98skj394
etnosocium.ru/sites*	_cse_sps98skj394
kultura-mira.ru/images*	_cse_sps98skj394
*.artifex.ru/*	_cse_sps98skj394
muh.ru/content*	_cse_sps98skj394
*.rusnauka.com/*	_cse_sps98skj394
alleuropa.mgimo.ru/*	_cse_sps98skj394
